ID,Country,health_sys_id,Health system name,Health system city,Health system State,Health system StateName,Total N of physicians,Total N of nurse practitioners,Total N of physician assistants,Total N of outpatient centers,Total N of hospitals,Total N of system-affiliated nursing homes,Multistate system flag0,Multistate system flag,N of beds per system,N of discharges per system,Degree to which health systems serves children0,Degree to which health systems serves children,Systemwide teaching intensity0,Systemwide teaching intensity,System MA plan enrollment,System ownership type0,System ownership type,Hospital Net Revenue,Hospital Total Revenue,in_onekey,in_aha,onekey_id,aha_sysid,prim_care_mds,acutehosp_cnt,sys_res,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts
181,US,HSI00000471,Hendrick Health System,Abilene,TX,Texas,185,90,35,40,3,1,1,system hospitals located in one state,656,24400,0,no children’s hospitals,0,nonteaching,0,2,church-operated,768158119,5496486661,1,1,17773640,9997,61,3,0,0,0,0,0,1,0,0,0,0,
182,US,HSI00000579,Lexington Medical Center,West Columbia,SC,South Carolina,434,160,51,90,1,1,1,system hospitals located in one state,541,27130,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,1431532821,5448767524,1,0,18156243,,140,1,0,0,0,0,0,0,0,0,0,0,
183,US,HSI00000745,Broward Health,Fort Lauderdale,FL,Florida,579,196,82,87,4,0,1,system hospitals located in one state,1257,46499,0,no children’s hospitals,1,minor teaching,0,3,public/government,1115980121,5417944227,1,1,17773652,3115,195,4,153.83,1,0,1,1,1,1,0,1,0,
184,US,HSI00000350,Essentia Health,Duluth,MN,Minnesota,1161,521,248,104,18,7,3,system hospitals located in 3 or more states,966,34505,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2276906247,5406031488,1,1,17816669,0396,455,18,17.49,0,0,1,0,1,1,0,0,0,
185,US,HSI00000889,Rochester Regional Health System,Rochester,NY,New York,1283,421,478,252,6,6,1,system hospitals located in one state,1090,50689,0,no children’s hospitals,1,minor teaching,703,1,nonprofit,1969229976,5373857112,1,1,17773984,0046,539,6,250.06,1,0,1,0,0,0,0,0,0,H3331
186,US,HSI00000299,Dartmouth-Hitchcock,Lebanon,NH,New Hampshire,1650,586,300,99,8,0,2,system hospitals located in two states,658,26677,0,no children’s hospitals,2,major teaching,0,1,nonprofit,2028023989,5308506754,1,1,18158633,0090,489,8,352.08,1,1,0,0,1,0,0,0,0,
187,US,HSI00000833,Pomona Valley Hospital Medical Center,Pomona,CA,California,668,17,40,14,1,0,1,system hospitals located in one state,412,19478,0,no children’s hospitals,1,minor teaching,14242,1,nonprofit,749990027,5295982922,1,0,18381588,,203,1,23.01,0,0,1,0,0,1,1,,,H0545
188,US,HSI00001181,University of Southern California,Los Angeles,CA,California,1493,207,111,82,3,0,1,system hospitals located in one state,418,15464,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1453157928,5234532928,1,1,18248385,0954,326,2,174.51,1,0,0,0,0,1,0,0,0,
189,US,HSI00000019,Albany Medical Center,Albany,NY,New York,1225,237,213,122,3,0,1,system hospitals located in one state,890,42685,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1540104113,5211880417,1,0,18202149,,296,2,410.5,1,0,0,0,0,0,0,0,0,
190,US,HSI00000218,ChristianaCare,Wilmington,DE,Delaware,1048,408,289,172,2,0,2,system hospitals located in two states,1304,64700,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2281889160,5210639898,1,1,17774086,0131,399,2,245.66,0,0,0,0,0,1,0,0,0,
191,US,HSI00001020,Spartanburg Regional Healthcare System,Spartanburg,SC,South Carolina,696,238,91,114,6,2,1,system hospitals located in one state,753,37892,0,no children’s hospitals,1,minor teaching,0,3,public/government,1408720420,5129417147,1,1,17773501,4195,307,5,62.61,0,0,0,1,1,0,0,0,0,
192,US,HSI00000147,CAMC Health System,Charleston,WV,West Virginia,459,147,65,55,2,0,1,system hospitals located in one state,826,31378,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1291293000,5076214555,1,0,17774081,,139,2,157.14,0,0,0,0,0,0,0,0,0,
193,US,HSI00001185,University of Vermont Health Network,Burlington,VT,Vermont,1576,298,223,162,6,4,2,system hospitals located in two states,925,33615,0,no children’s hospitals,2,major teaching,0,1,nonprofit,2147692114,5040700397,1,0,17774092,,452,6,335.93,1,1,0,0,0,1,0,0,0,
194,US,HSI00000263,Cone Health,Greensboro,NC,North Carolina,712,232,148,147,3,1,1,system hospitals located in one state,955,50113,0,no children’s hospitals,1,minor teaching,15004,1,nonprofit,1518404706,5039747902,1,1,17773648,0950,281,3,55.07,0,0,0,0,0,1,1,0,0,H2624; H9808
195,US,HSI00000904,SUNY Upstate Medical University,Syracuse,NY,New York,915,315,109,88,2,1,1,system hospitals located in one state,625,26450,0,no children’s hospitals,2,major teaching,0,3,public/government,1331165743,5018141999,1,0,18288552,,201,2,481.53,1,1,1,1,0,0,0,0,0,
196,US,HSI00000843,Presbyterian Healthcare Services,Albuquerque,NM,New Mexico,844,365,145,88,9,0,1,system hospitals located in one state,1102,45585,0,no children’s hospitals,1,minor teaching,55928,1,nonprofit,1792753695,5014159312,1,1,17773822,3505,351,9,3.83,0,0,1,1,1,1,1,1,1,H3204; H3206
197,US,HSI00000336,El Camino Health,Mountain View,CA,California,204,29,18,24,2,0,1,system hospitals located in one state,388,24658,0,no children’s hospitals,0,nonteaching,0,3,public/government,1273071041,5013528557,1,0,18200151,,83,2,0,0,0,0,0,0,,,,,
198,US,HSI00000569,Lakeland Regional Health,Lakeland,FL,Florida,223,166,53,13,1,0,1,system hospitals located in one state,764,40440,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,928026036,5009500896,1,0,17773642,,71,1,0,0,0,0,1,1,0,0,0,0,
199,US,HSI00000330,Northern Light Health,Brewer,ME,Maine,820,310,226,130,11,3,1,system hospitals located in one state,666,26610,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,2192618265,4935390178,1,1,17773471,0555,302,10,25.96,0,0,0,0,0,0,0,0,0,
200,US,HSI00001175,University of Maryland Medical System,Baltimore,MD,Maryland,2813,992,403,271,13,0,1,system hospitals located in one state,2295,96370,0,no children’s hospitals,2,major teaching,0,1,nonprofit,4151992792,4885887419,1,1,17773833,0216,676,11,693.22,1,1,1,0,0,1,1,1,0,
201,US,HSI00000655,Memorial Hospital at Gulfport,Gulfport,MS,Mississippi,219,204,17,81,1,1,1,system hospitals located in one state,278,15075,0,no children’s hospitals,1,minor teaching,0,3,public/government,700185195,4870224490,1,0,18381433,,74,1,11.22,0,0,0,0,0,,,,,
202,US,HSI00000113,University Health System,San Antonio,TX,Texas,512,176,94,35,1,0,1,system hospitals located in one state,657,31480,0,no children’s hospitals,2,major teaching,18,3,public/government,1096152133,4803778711,1,0,17773346,,206,1,518.33,1,1,1,1,1,1,1,1,0,H5447
203,US,HSI00000648,Memorial Health System,Springfield,IL,Illinois,349,215,63,67,6,1,2,system hospitals located in two states,668,29204,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1293030816,4762786613,1,1,17773957,0086,118,6,239.78,1,0,0,0,0,1,0,0,0,
204,US,HSI00000621,Marshfield Clinic Health System,Marshfield,WI,Wisconsin,964,300,167,84,11,0,2,system hospitals located in two states,565,24488,0,no children’s hospitals,1,minor teaching,63234,1,nonprofit,1760749649,4745526707,1,1,17855696,1022,334,11,73.82,1,0,0,0,0,1,1,1,1,H4388; H5211
205,US,HSI00000335,Eisenhower Health,Rancho Mirage,CA,California,485,61,55,50,1,0,1,system hospitals located in one state,347,22271,0,no children’s hospitals,2,major teaching,0,1,nonprofit,987270051,4744606954,1,0,17829261,,189,1,117.82,1,0,0,0,0,0,0,0,0,
206,US,HSI00001085,The Nebraska Medical Center,Omaha,NE,Nebraska,2041,224,178,97,4,0,2,system hospitals located in two states,682,25835,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1439201703,4699674908,1,0,17773651,,602,3,432.67,1,1,0,0,0,1,0,0,1,
207,US,HSI00001087,The Queens Health Systems,Honolulu,HI,Hawaii,651,174,24,56,4,0,1,system hospitals located in one state,722,30249,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1485581918,4696295026,1,1,17774124,0040,299,4,99.69,0,0,0,0,0,1,1,1,0,
208,US,HSI00001230,ECU Health,Greenville,NC,North Carolina,831,294,185,110,9,0,1,system hospitals located in one state,1401,56051,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1880969076,4684239196,1,1,17773674,0217,280,9,352.95,1,0,0,0,1,0,0,0,0,
209,US,HSI00000537,Kaleida Health,Buffalo,NY,New York,423,257,161,72,4,4,2,system hospitals located in two states,1176,52422,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1546851536,4563397544,1,0,17773800,,131,4,414.05,1,0,0,0,1,0,0,0,0,
210,US,HSI00000809,Palomar Health,Escondido,CA,California,217,31,22,23,3,1,1,system hospitals located in one state,381,24163,0,no children’s hospitals,1,minor teaching,0,3,public/government,789411645,4554754274,1,1,18389929,7555,71,2,3.74,0,0,1,0,0,0,0,0,0,
211,US,HSI00000286,Covenant Health,Knoxville,TN,Tennessee,482,282,89,129,10,3,1,system hospitals located in one state,1138,66491,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,1313971979,4552642406,1,1,17773793,0123,156,9,0,0,0,0,0,0,0,0,0,0,
212,US,HSI00000755,Northbay Healthcare,Fairfield,CA,California,175,36,13,33,2,0,1,system hospitals located in one state,204,9828,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,660267812,4460262051,1,0,17829264,,59,2,0,0,0,1,1,1,1,1,1,1,
213,US,HSI00000874,Renown Health,Reno,NV,Nevada,650,180,59,76,3,0,1,system hospitals located in one state,585,29782,0,no children’s hospitals,1,minor teaching,19008,1,nonprofit,1035562266,4455637303,1,1,17773354,2625,292,2,74.04,0,0,0,1,1,1,1,0,0,H2960
214,US,HSI00000305,Deaconess Health System,Evansville,IN,Indiana,589,303,58,98,7,0,2,system hospitals located in two states,787,38811,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1473447609,4370026975,1,1,18153031,0313,227,5,23.31,0,0,1,0,0,1,1,0,0,
215,US,HSI00000209,Childrens Healthcare of Atlanta,Atlanta,GA,Georgia,917,273,117,74,2,0,1,system hospitals located in one state,649,26895,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1847462241,4345475855,1,0,17773933,,287,2,223.01,1,0,0,0,0,,,,,
216,US,HSI00000057,Aspirus,Wausau,WI,Wisconsin,622,311,167,124,16,3,2,system hospitals located in two states,671,27263,0,no children’s hospitals,1,minor teaching,616,1,nonprofit,1637764799,4320619027,1,1,18259070,0519,235,16,15.93,0,0,0,0,1,1,1,1,1,H6874
217,US,HSI00000514,Inspira Health Network,Mullica Hill,NJ,New Jersey,304,90,15,77,3,0,1,system hospitals located in one state,555,27239,0,no children’s hospitals,2,major teaching,255,1,nonprofit,934793270,4261153068,1,1,17846930,0151,98,3,217.35,1,0,0,0,0,1,,,,H6887
218,US,HSI00001083,The Metrohealth System,Cleveland,OH,Ohio,853,311,91,41,1,1,1,system hospitals located in one state,580,19432,0,no children’s hospitals,2,major teaching,0,3,public/government,1177242328,4252317734,1,0,17774123,,282,1,367.96,1,1,1,0,0,0,0,0,0,
219,US,HSI00001112,Wellforce,Boston,MA,Massachusetts,2492,346,211,134,4,0,1,system hospitals located in one state,935,41819,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1493024456,4224657523,1,1,18045109,1071,719,4,337.67,1,1,1,0,0,1,0,1,0,
220,US,HSI00000154,Cabell Huntington Hospital,Huntington,WV,West Virginia,760,194,45,84,3,1,1,system hospitals located in one state,729,30405,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1266536827,4222089986,1,1,18391710,0952,304,3,200.34,1,0,1,1,1,0,0,0,0,
221,US,HSI00000097,Baystate Health,Springfield,MA,Massachusetts,1150,321,264,109,4,0,1,system hospitals located in one state,927,49441,0,no children’s hospitals,2,major teaching,10337,1,nonprofit,1719548948,4191504316,1,1,17773461,1095,403,4,338.82,1,0,0,0,0,1,1,1,1,H2737; H8578
222,US,HSI00001018,Sparrow Health System,Lansing,MI,Michigan,597,179,129,88,6,0,1,system hospitals located in one state,653,25318,0,no children’s hospitals,2,major teaching,7516,1,nonprofit,1246485786,4184868888,1,1,17773663,1245,247,5,199.81,1,0,0,0,0,1,1,1,1,H7646
223,US,HSI00000484,Hoag Memorial Hospital Presbyterian,Newport Beach,CA,California,545,116,67,86,2,0,1,system hospitals located in one state,512,31699,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,1275137529,4181347703,1,0,17773315,,178,1,0,0,0,0,0,0,0,0,0,0,
224,US,HSI00000917,Saint Elizabeth Healthcare,Edgewood,KY,Kentucky,730,282,62,135,5,2,2,system hospitals located in two states,775,50487,0,no children’s hospitals,1,minor teaching,0,2,church-operated,1522600343,4133409109,1,1,17774116,0618,286,5,31.49,0,0,0,0,0,0,0,0,0,
225,US,HSI00001160,University Medical Center of Southern Nevada,Las Vegas,NV,Nevada,315,63,32,17,1,0,1,system hospitals located in one state,514,21901,0,no children’s hospitals,2,major teaching,0,3,public/government,791242821,4123141265,1,0,17773678,,93,1,206.65,1,0,1,1,1,0,0,0,0,
226,US,HSI00000824,Phoenix Childrens Hospital,Phoenix,AZ,Arizona,634,202,45,47,1,0,1,system hospitals located in one state,352,15406,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1255389822,4091840391,1,0,18202982,,238,1,178.82,1,0,0,0,0,0,0,0,0,
227,US,HSI00001060,Tallahassee Memorial Healthcare,Tallahassee,FL,Florida,409,177,63,48,3,1,1,system hospitals located in one state,556,28898,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,896342435,4067782695,1,0,17774119,,205,3,69.74,0,0,0,1,0,0,0,0,0,
228,US,HSI00000246,Community Foundation of Northwest Indiana,Munster,IN,Indiana,409,168,46,148,4,1,1,system hospitals located in one state,698,28481,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,1032273595,4017047414,1,1,17847667,0249,111,3,0,0,0,1,0,0,,,,,
229,US,HSI00000203,Erlanger Health System,Chattanooga,TN,Tennessee,544,209,66,84,3,1,2,system hospitals located in two states,741,33378,0,no children’s hospitals,1,minor teaching,0,3,public/government,1066384055,4005739352,1,1,17773636,0525,185,3,183.34,1,0,1,0,1,1,,,,
230,US,HSI00001153,University of Tennessee Medical Center,Knoxville,TN,Tennessee,819,261,68,95,1,1,1,system hospitals located in one state,698,33652,0,no children’s hospitals,2,major teaching,0,1,nonprofit,1078155188,3974244082,1,0,18960250,,260,1,210.08,1,0,0,0,0,0,0,0,0,
231,US,HSI00000345,Enloe Medical Center,Chico,CA,California,167,46,38,26,1,0,1,system hospitals located in one state,298,18474,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,761506739,3968675243,1,0,18200525,,24,1,0,0,0,0,0,0,0,0,0,0,
232,US,HSI00000929,Saint Josephs Health,Paterson,NJ,New Jersey,432,128,33,60,2,1,1,system hospitals located in one state,692,24989,0,no children’s hospitals,2,major teaching,0,2,church-operated,801646540,3964885680,1,0,17773340,,108,2,236.78,1,0,1,0,0,0,0,0,0,
233,US,HSI00000667,Mercyhealth,Janesville,WI,Wisconsin,716,125,44,75,4,2,2,system hospitals located in two states,414,13814,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,610787174,3957912468,1,1,18956752,0649,287,4,91.14,1,0,0,0,0,1,,,,
234,US,HSI00000208,Childrens Health,Dallas,TX,Texas,489,321,94,40,3,0,1,system hospitals located in one state,489,15959,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1607982225,3934464518,1,1,17773791,1039,145,3,251,1,1,0,0,0,0,0,0,0,
235,US,HSI00001155,The University of Mississippi Medical Center,Jackson,MS,Mississippi,1613,386,13,64,3,0,1,system hospitals located in one state,772,30069,0,no children’s hospitals,2,major teaching,0,3,public/government,885735838,3904050174,1,1,18265811,0915,451,3,576.85,1,1,1,0,1,0,0,0,0,
236,US,HSI00001500,Childrens Hospital Colorado,Aurora,CO,Colorado,711,357,127,20,1,0,1,system hospitals located in one state,486,17152,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1423609747,3856206831,1,0,29644673,,202,1,272.63,1,0,0,0,0,0,0,0,0,
237,US,HSI00000883,Riverside Health System,Newport News,VA,Virginia,626,246,98,130,6,7,1,system hospitals located in one state,538,28942,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1248680212,3837704559,1,1,17773659,4810,207,4,87.94,0,0,0,0,0,1,1,0,0,
238,US,HSI00000224,Cincinnati Childrens Hospital Medical Center,Cincinnati,OH,Ohio,1083,584,43,34,1,0,1,system hospitals located in one state,648,18508,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,2369523051,3824731465,1,0,18290105,,371,1,390.43,1,1,0,0,0,1,,1,,
239,US,HSI00000139,Bronson Healthcare Group,Kalamazoo,MI,Michigan,541,243,209,125,5,1,1,system hospitals located in one state,607,31325,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1418000349,3807661926,1,1,17773787,0595,206,4,132.15,1,0,1,0,0,0,0,0,0,
240,US,HSI00001263,Willis Knighton Health System,Shreveport,LA,Louisiana,428,114,60,114,3,3,1,system hospitals located in one state,732,35996,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1037418166,3790674083,1,1,17774137,1945,144,3,19.53,0,0,1,0,0,1,0,0,0,
241,US,HSI00000162,Cape Fear Valley Health System,Fayetteville,NC,North Carolina,443,115,126,72,6,0,1,system hospitals located in one state,819,38799,0,no children’s hospitals,2,major teaching,0,3,public/government,1111817243,3763941866,1,1,17773626,0835,191,4,235.79,1,0,1,0,1,0,0,0,0,
242,US,HSI00000988,Singing River Health System,Gautier,MS,Mississippi,166,75,19,39,2,0,1,system hospitals located in one state,428,17301,0,no children’s hospitals,0,nonteaching,0,3,public/government,508379505,3750356181,1,0,17773826,,48,2,0,0,0,0,0,0,,,,,
243,US,HSI00001159,UMC Health System,Lubbock,TX,Texas,284,139,37,32,1,0,1,system hospitals located in one state,450,23260,0,no children’s hospitals,2,major teaching,0,3,public/government,626192177,3728334321,1,0,18294903,,100,1,240.6,1,0,1,1,1,0,0,0,0,
244,US,HSI00000214,CHOC Childrens,Orange,CA,California,777,88,12,43,2,0,1,system hospitals located in one state,334,11852,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,895449743,3719511108,1,0,18235913,,546,2,117.67,1,0,0,0,0,1,0,1,1,
245,US,HSI00000064,Augusta University Health System,Augusta,GA,Georgia,1054,173,101,62,4,0,1,system hospitals located in one state,515,20935,0,no children’s hospitals,2,major teaching,0,3,public/government,743826846,3709723285,1,0,17774099,,276,2,562.43,1,1,0,0,0,0,0,0,0,
246,US,HSI00000067,Pipeline Health,El Segundo,CA,California,169,30,23,12,7,2,3,system hospitals located in 3 or more states,808,28982,0,no children’s hospitals,1,minor teaching,0,5,for-profit/investor owned,605553305,3702830838,1,1,18400874,0869,59,7,132.12,1,1,1,1,1,0,0,0,0,
247,US,HSI00001369,AtlantiCare,Egg Harbor Township,NJ,New Jersey,352,180,27,90,1,0,1,system hospitals located in one state,532,24597,0,no children’s hospitals,1,minor teaching,134,1,nonprofit,791350108,3694121935,1,1,17773296,0293,116,1,82.08,0,0,0,0,0,0,0,0,0,H7619
248,US,HSI00000750,North Mississippi Health Services,Tupelo,MS,Mississippi,348,226,21,73,7,4,2,system hospitals located in two states,779,23256,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,921973354,3693520088,1,1,17773815,0032,149,7,40.58,0,0,1,0,1,0,0,0,0,
249,US,HSI00000942,Saint Peters Healthcare System,New Brunswick,NJ,New Jersey,220,59,28,25,1,0,1,system hospitals located in one state,352,18134,0,no children’s hospitals,2,major teaching,0,1,nonprofit,543006287,3674362514,1,0,18388290,,71,1,125.55,1,0,0,0,0,0,0,0,0,
250,US,HSI00000054,Asante Health System,Medford,OR,Oregon,276,103,62,46,3,0,1,system hospitals located in one state,491,30142,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,1064363856,3657794891,1,1,17817687,0094,86,3,0,0,0,1,1,1,0,0,0,0,
251,US,HSI00001351,San Francisco Health Network,San Francisco,CA,California,705,237,16,23,2,2,1,system hospitals located in one state,284,13738,0,no children’s hospitals,2,major teaching,0,3,public/government,874158685,3656344657,1,0,22325837,,355,1,271.6,1,1,1,1,1,0,0,0,0,
252,US,HSI00000722,Nationwide Childrens Hospital,Columbus,OH,Ohio,947,492,24,86,1,0,1,system hospitals located in one state,694,19099,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,2048660855,3652792418,1,0,18198441,,331,1,280.19,1,0,0,0,0,0,0,0,0,
253,US,HSI00000076,Baptist Health Care,Pensacola,FL,Florida,238,133,63,85,3,0,1,system hospitals located in one state,365,18612,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,577091295,3608642601,1,1,17773297,0185,69,3,0,0,0,0,1,1,0,0,0,0,
254,US,HSI00000455,Hawaii Pacific Health,Honolulu,HI,Hawaii,772,102,39,68,4,0,1,system hospitals located in one state,602,23488,1,at least one children’s hospital but not predominantly delivering care at children’s hospitals,1,minor teaching,0,1,nonprofit,1340713496,3560498596,1,1,17829267,0266,276,4,73.36,0,0,0,0,0,0,0,0,0,
255,US,HSI00000210,Childrens Hospital Los Angeles,Los Angeles,CA,California,775,205,47,27,1,0,1,system hospitals located in one state,413,17501,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1083587809,3552585478,1,0,18295190,,328,1,288.73,1,1,0,0,0,0,0,0,0,
256,US,HSI00000712,Mount Sinai Medical Center of Florida,Miami Beach,FL,Florida,394,115,46,34,1,0,1,system hospitals located in one state,481,24831,0,no children’s hospitals,2,major teaching,0,1,nonprofit,904182353,3539423810,1,0,17774103,,109,1,178.99,1,0,0,0,0,0,0,0,0,
257,US,HSI00000041,Appalachian Regional Healthcare,Lexington,KY,Kentucky,282,149,32,76,14,1,2,system hospitals located in two states,919,28008,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,759390603,3503373819,1,1,17774074,0145,108,14,23.16,0,0,1,0,1,0,,,,
258,US,HSI00000715,Munson Healthcare,Traverse City,MI,Michigan,83,,,,10,,1,system hospitals located in one state,622,27413,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1231780906,3463515869,0,1,,1465,,10,15.36,0,0,0,0,0,0,0,0,0,
259,US,HSI00000251,Community Hospital Corporation,Plano,TX,Texas,404,148,35,36,21,0,3,system hospitals located in 3 or more states,661,21249,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,780700500,3460182609,1,1,18386637,0384,186,11,22.37,0,0,1,0,1,0,0,0,0,
260,US,HSI00000318,DHR Health,Edinburg,TX,Texas,213,40,18,31,1,0,1,system hospitals located in one state,394,21968,0,no children’s hospitals,2,major teaching,0,5,for-profit/investor owned,847768648,3437067056,1,0,18292548,,75,1,103.11,1,0,1,0,0,0,0,0,0,
261,US,HSI00000864,Rady Childrens Hospital San Diego,San Diego,CA,California,658,195,57,68,1,1,1,system hospitals located in one state,401,17737,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1455940995,3379930950,1,0,18288568,,296,1,133.88,1,0,0,0,0,1,,,,
262,US,HSI00000969,Seattle Childrens Hospital Research and Foundation,Seattle,WA,Washington,944,335,74,26,1,0,1,system hospitals located in one state,350,8711,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1702443025,3359394751,1,0,18290346,,399,1,282.28,1,1,0,0,0,,,,,
263,US,HSI00000018,Alameda Health System,Oakland,CA,California,471,68,63,7,4,3,1,system hospitals located in one state,283,14467,0,no children’s hospitals,2,major teaching,0,3,public/government,443563610,3356795778,1,1,18283551,0225,170,3,113.51,1,0,1,1,1,0,0,0,0,
264,US,HSI00000216,Childrens National Health System,Washington,DC,District of Columbia,1097,251,69,40,2,0,1,system hospitals located in one state,323,14343,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1237797595,3312067574,1,0,17990280,,464,1,324.84,1,1,0,0,0,0,0,0,0,
265,US,HSI00001032,Stamford Health,Stamford,CT,Connecticut,450,68,68,97,1,0,1,system hospitals located in one state,288,12538,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,786186543,3310161142,1,0,18288719,,174,1,66.59,0,0,0,0,0,0,0,0,0,
266,US,HSI00000365,FirstHealth of the Carolinas,Pinehurst,NC,North Carolina,211,91,112,60,3,0,1,system hospitals located in one state,415,20856,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,832032822,3266759189,1,1,17846593,0243,63,3,0,0,0,0,0,0,,,,,
267,US,HSI00001171,UI Health,Chicago,IL,Illinois,1531,230,23,87,1,0,1,system hospitals located in one state,434,17422,0,no children’s hospitals,2,major teaching,0,3,public/government,1009787389,3229885687,1,0,17774127,,511,1,481.79,1,1,1,0,0,0,0,0,0,
268,US,HSI00001063,JPS Health Network,Fort Worth,TX,Texas,478,204,62,57,1,0,1,system hospitals located in one state,434,22872,0,no children’s hospitals,2,major teaching,0,3,public/government,607964319,3195426029,1,0,18966988,,209,1,213.05,1,0,1,1,1,0,0,0,0,
269,US,HSI00000927,Saint Josephs Candler Health System,Savannah,GA,Georgia,163,88,54,77,2,2,1,system hospitals located in one state,400,19238,0,no children’s hospitals,0,nonteaching,0,1,nonprofit,705447437,3191426077,1,0,17773339,,50,2,0,0,0,0,0,1,0,0,0,0,
270,US,HSI00001076,The Childrens Mercy Hospital,Kansas City,MO,Missouri,955,390,8,41,2,0,2,system hospitals located in two states,381,14318,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1533359630,3176905248,1,0,18138029,,449,2,176.32,1,0,0,0,0,0,0,0,0,
271,US,HSI00000193,CentraCare,Saint Cloud,MN,Minnesota,606,260,146,83,9,7,1,system hospitals located in one state,639,26364,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,1384822058,3168335533,1,1,17773466,0184,273,9,18.05,0,0,1,0,0,0,,,,
272,US,HSI00000130,Boston Childrens Hospital,Boston,MA,Massachusetts,1808,631,111,94,1,0,1,system hospitals located in one state,485,13225,2,predominantly delivering care at children’s hospitals,2,major teaching,0,1,nonprofit,1585985692,3166453224,1,0,17773467,,679,1,319.43,1,1,0,0,0,1,,,1,
273,US,HSI00000716,NCH Healthcare System,Naples,FL,Florida,278,109,52,70,1,0,1,system hospitals located in one state,532,30180,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,677748228,3159608637,1,0,17773650,,103,1,51.05,0,0,0,1,0,0,0,0,0,
274,US,HSI00001464,MLK Community Healthcare,Los Angeles,CA,California,58,23,4,4,1,0,1,system hospitals located in one state,131,9215,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,137291739,3159228087,1,0,26753096,,26,1,1.18,0,0,1,1,1,0,0,0,0,
275,US,HSI00000131,Boston Medical Center,Boston,MA,Massachusetts,1952,452,128,91,1,0,1,system hospitals located in one state,440,21560,0,no children’s hospitals,2,major teaching,1991,1,nonprofit,1194338042,3156241243,1,0,17773462,,723,1,538.8,1,1,1,0,0,1,1,1,1,H6851; H9585
276,US,HSI00001077,The Christ Hospital Health Network,Cincinnati,OH,Ohio,558,183,47,166,1,0,1,system hospitals located in one state,464,25228,0,no children’s hospitals,1,minor teaching,0,1,nonprofit,891957700,3155461160,1,0,18291628,,210,1,82.23,0,0,0,0,0,0,0,0,0,
